,logFC,logCPM,LR,PValue,FDR,gene
7898,-3.18899427561591,1.275548530564,60.8641424317974,6.1152610274854e-15,1.82045761460034e-12,FITM1
15972,-3.95338836903553,-1.27645044302501,60.5947022692469,7.01224724706351e-15,2.0502057888602e-12,KLHL33
16086,-3.62874921523614,3.86544889814567,60.4300844687813,7.62388202253391e-15,2.18992667289382e-12,SRL
11570,-3.4334408375145,-0.11330632457758,60.3284125450652,8.02801880709768e-15,2.26625434359673e-12,AQP7
17690,-4.54107124157202,7.3729573166136,59.9907873498175,9.53024186175723e-15,2.61290886254386e-12,MB
25522,-3.98302113079786,-0.502891775941783,59.9646987807774,9.6574066943599e-15,2.61290886254386e-12,
8049,-3.59089589005309,3.03819490303013,59.9489942627308,9.73477313963083e-15,2.61290886254386e-12,RPL3L
15140,-2.91253123173259,2.10934824093431,59.8074330884855,1.04607531597029e-14,2.76248244328734e-12,SLC2A4
15904,-3.64405353485046,-1.15112958868793,59.4634541394861,1.24586414317744e-14,3.22087667652426e-12,LRRC14B
6492,-4.3064038030224,-0.336389899438475,59.4428134016574,1.25900022779913e-14,3.22087667652426e-12,KRT33B
13296,-1.74580615400111,2.83187667664722,59.3578807371715,1.31452702259149e-14,3.27910682153953e-12,RCAN2
11554,-5.29726173244538,0.517282610191622,59.346998050211,1.32181671179142e-14,3.27910682153953e-12,ASB11
4524,-3.70414556859163,2.37422882865572,59.2800769578315,1.3675409116359e-14,3.34190258898725e-12,ATP6V1B1
4615,-3.39263286721485,2.16689379313591,58.8529069574167,1.69910560800597e-14,4.09109648821791e-12,AMPD1
15845,-4.20335629636427,-1.03528671708383,58.7821859100065,1.76128704943523e-14,4.17935548701493e-12,TRARG1
10688,-4.98927381986931,7.11893444328429,58.373812388223,2.16757137135046e-14,5.04046206826017e-12,ZG16B
7657,-3.43579685657866,-1.64592966935855,58.357381890937,2.18574975170386e-14,5.04046206826017e-12,MSTN
11363,-2.94508881048072,2.81821692228368,58.1068810910814,2.48256416766202e-14,5.64541987737921e-12,TXLNB
4546,-2.60325421652637,1.13042835894152,57.8939447087373,2.76637379076727e-14,6.20463535290856e-12,ANGPTL1
51150,-2.88843523445001,0.138943796764748,57.793430731756,2.91140406454389e-14,6.44167820929421e-12,FXYD1
15786,-6.64274235784233,0.583720885822912,57.4349650119315,3.49341437455375e-14,7.62635647394246e-12,DHRS7C
1465,-3.86495417909269,2.04997936232968,57.3778221840429,3.5963977161624e-14,7.74787102720092e-12,DUSP13
5197,-2.52302873114291,2.9628079648015,56.9910283969395,4.3780460077522e-14,9.30931782921128e-12,FABP3
17967,6.97364559846314,2.38915847854604,56.8074731396427,4.80636389569407e-14,1.00890507774614e-11,PNMA5
10505,-2.43450955371638,1.62448672593198,56.5283902071588,5.53928074769702e-14,1.14803346432966e-11,PLPP7
3180,-2.25551497360995,2.81652363522759,56.4167647782955,5.86283597897944e-14,1.19990266854788e-11,SCN1B
11447,-2.75218519063274,1.62308044425117,56.204071146738,6.53261320456245e-14,1.3139500149058e-11,PHKG1
8307,-3.53065921699105,2.10146048207194,56.1896858521728,6.58058396276038e-14,1.3139500149058e-11,SYPL2
12347,-4.09875374065799,5.22618104321916,56.151367267635,6.71009217146373e-14,1.32366673642621e-11,XIRP1
15457,-3.57725649156622,0.373440926586646,56.0451710657544,7.08249488149092e-14,1.38049629398394e-11,CTNNA3
5481,-4.97171912307211,1.62799009631181,55.8377071606566,7.87073490440067e-14,1.51608873635003e-11,EDN3
61,-2.77305533478164,4.07831700933126,55.3337233082127,1.01708590021809e-13,1.93636598189195e-11,PDK4
10073,-2.65348057097786,-0.527917823533367,54.9865278082168,1.2135883418195e-13,2.28391746213917e-11,TIMP4
22899,-5.58862319061819,1.69785392258993,54.583966331366,1.48945904093567e-13,2.77124009968632e-11,TMEM213
529,-2.99923088899749,3.20188355791673,54.5527083294452,1.51333944168767e-13,2.78403445828676e-11,MYOM2
4018,-2.1956295845936,3.41559325425366,54.2197970215911,1.79271572567839e-13,3.26134828628137e-11,CAP2
16682,-3.5923412813435,2.05559759784156,53.6093873697956,2.44587910134126e-13,4.4007009369517e-11,SMTNL2
16056,-2.49582227260068,0.561295964779482,53.5312456015038,2.54512520282505e-13,4.52949292889722e-11,SHC4
3151,-3.46213253651713,0.894547684283289,53.4672458319037,2.62940438025419e-13,4.62916536751633e-11,SLC5A5
39091,-3.5912567643246,0.399020415604047,53.4212812883238,2.69165132186364e-13,4.68834118009291e-11,ACTN3
49454,-3.91074401905474,-1.17773948151999,53.2159591078466,2.98821179589407e-13,5.15010439307091e-11,RN7SL431P
14198,3.98224020995069,1.81062746585098,53.1789255411243,3.0450825318799e-13,5.19345169734058e-11,C8G
16378,-2.56715069508241,2.44757780894736,52.6002730074896,4.08832384686457e-13,6.90083776749624e-11,MAPT
9669,-2.11821514071536,1.99747351729294,52.1532600094185,5.13335589482553e-13,8.57637102714066e-11,ADPRHL1
9894,-3.66142869327652,7.70387545408829,51.9929062677194,5.57015033413025e-13,9.2036942782338e-11,TTN
2543,-4.25579080876758,5.38767311570858,51.9749704063389,5.62126322496415e-13,9.2036942782338e-11,TNNC2
12824,-1.65358108005814,2.53424495273485,51.8524120994309,5.98331250073148e-13,9.68037906059487e-11,TMEM182
1134,-3.05053769696223,1.85040673347081,51.8369384261301,6.0306520746392e-13,9.68037906059487e-11,CAMK2A
6378,-2.21465892163544,-0.892260263434118,51.5389904364099,7.01891944129344e-13,1.11573561176988e-10,RGN
5576,-2.5896092623383,1.70903837117081,51.5092442201572,7.12607649372722e-13,1.12187740799804e-10,KLHL31
13517,-2.43287839525631,0.289510534410788,51.3935006002786,7.55883748833404e-13,1.17111829425306e-10,NDNF
9754,-2.93161024711008,0.0912190086526427,51.3875185609779,7.58190552683226e-13,1.17111829425306e-10,ENPP3
516,-4.60059465968889,-0.369967480107231,51.2998967614812,7.92798057341369e-13,1.2001082404287e-10,MYOC
6927,-3.20923203958922,-1.32849846754901,51.2993472037126,7.93020027688335e-13,1.2001082404287e-10,SPX
1102,-2.80448092392016,3.72332033550382,51.2847266695838,7.98948257538193e-13,1.2001082404287e-10,SPTB
13743,-3.07772628570874,0.640665230090344,51.1766753384215,8.44157226337528e-13,1.25648966062039e-10,KY
14295,-1.78316953373238,0.568740688159464,51.1285678505615,8.65100715722611e-13,1.27606252419156e-10,LRRN4CL
5093,-4.01857303552118,4.27105108007497,50.8631405564952,9.90360224154263e-13,1.44778285268551e-10,MYOT
11597,-1.68850340079001,4.35873277339529,50.2884887517008,1.32725820788456e-12,1.92311492368972e-10,CFL2
23165,-3.4001436009176,2.2474484539732,50.2216962792124,1.37321120832121e-12,1.97224448367046e-10,SMTNL1
8092,-2.40052130773291,2.14035664926041,49.6408883634667,1.8462554014037e-12,2.62858605975502e-10,ABCA8
8596,-3.76410699819085,-1.96810291656557,49.437188019242,2.04825852507735e-12,2.89104627854237e-10,GADL1
9474,-2.26369793586203,3.55870103630546,49.2864474416121,2.21185322220271e-12,3.09527118009615e-10,CCL28
11616,-2.32003675485658,0.699965692776075,49.2625961550068,2.23891067386637e-12,3.10658342908594e-10,PKNOX2
27433,-4.21238387406776,0.70440156488877,49.1767939507263,2.33901498225294e-12,3.19680466002153e-10,NPY6R
2986,-4.90101937178964,8.00997727783948,49.173469279316,2.34298271057585e-12,3.19680466002153e-10,CKM
44533,-3.0184813674918,-1.82091330290243,49.1456495833464,2.37644837141249e-12,3.21566852769724e-10,
4669,-2.65471054890599,5.17938779450281,48.851963392694,2.76028970053761e-12,3.70444453007396e-10,PADI2
2977,-2.98202833144526,0.452508821796142,48.775581807578,2.86990697831893e-12,3.82024284195251e-10,KCNA7
10926,-1.06771821443746,6.59048969935958,48.5123762516165,3.28211019251305e-12,4.33370888564646e-10,PDLIM5
15036,-3.18934612793331,-0.674622947626429,47.9206936565948,4.43812549458976e-12,5.81323429783345e-10,TMEM132C
850,5.8152707264123,0.834014424046906,47.8653730512292,4.56513470171373e-12,5.93213892628246e-10,SEZ6
11157,-4.94896677801789,1.76654007919577,47.4302850251298,5.69952922095235e-12,7.34790487674432e-10,FBXO40
52357,3.89605661028602,4.68137352230243,47.3628825798949,5.89891594672417e-12,7.54554303091523e-10,SPIB
4650,-4.33820409991818,-2.00346445376774,47.3437478332404,5.95678116146748e-12,7.56049441524861e-10,NT5C1A
8811,-2.4187629043935,1.97439602112353,47.1511220555102,6.57190192632689e-12,8.27705771075002e-10,MLIP
8888,-4.64959480753651,0.0264964678432222,47.093481653478,6.76803989449435e-12,8.43175015692299e-10,ASB15
16276,-4.23830570380226,3.69458705081998,47.0849046994327,6.79772198567052e-12,8.43175015692299e-10,KRT3
2865,-1.42738724454324,6.27429143005063,46.8933641048136,7.49560806017636e-12,9.22748802776448e-10,ZNF106
17788,-2.38040480680123,7.69770561970319,46.5652169457714,8.86193977117274e-12,1.08280999905531e-09,TPM2
3424,-1.60933126976284,3.43066791241669,46.5482122886635,8.93917688221548e-12,1.0841566155001e-09,PHYH
6808,-3.141783232275,2.16195628265432,46.4919954268463,9.19934798412943e-12,1.10750679811876e-09,DUSP26
13324,-2.05517260407649,-0.130029798897608,46.2662864742626,1.03224926718908e-11,1.2336508942837e-09,IL17D
48058,-3.07023090096134,-1.85637678762768,46.1356940154102,1.10339773625679e-11,1.30912544461829e-09,
16757,-2.40286040118875,-0.233922191204085,45.9826242378991,1.19306479677109e-11,1.40532733219663e-09,SERPINA5
1979,-2.1129896187308,2.48606227320386,45.6524035118611,1.41212694272144e-11,1.65148245951273e-09,TBX15
13636,-3.96783613466761,6.1443933648349,45.5802195326023,1.46513711945188e-11,1.70132553594224e-09,TCAP
8619,-4.3218067166585,-1.99684854619833,45.4472832009603,1.5680288513591e-11,1.79556972384362e-09,LRTM1
4109,-2.11470931838591,2.57946677887687,45.4470306463192,1.56823105423342e-11,1.79556972384362e-09,CLIC5
15226,-1.92384749398789,4.92713963550853,45.3735857559211,1.62815450352167e-11,1.85123428376113e-09,SYNM
7276,-2.13004430679303,3.87779137602127,45.0252511652078,1.94510037188063e-11,2.18782612519474e-09,ALPK3
43004,5.3611886076521,1.29388968990484,45.0194102384364,1.95091073278222e-11,2.18782612519474e-09,CD8B2
15375,-5.01436605872226,1.74178770139084,44.8694835226968,2.10614757375087e-11,2.34584722619204e-09,TCHHL1
23648,2.53399145653582,2.93480904483106,44.6842422627161,2.31513064791764e-11,2.56119149313213e-09,
9189,-1.59487940854551,3.40421365468265,44.6413533394107,2.36640351912973e-11,2.6003439475645e-09,CAPN5
9765,-1.97088012869598,5.79291089492417,44.5395418625912,2.49271484195887e-11,2.72088134049284e-09,OBSCN
15784,3.48262237890394,0.80258558778099,44.4435089213613,2.61803568921804e-11,2.83874823440841e-09,CEND1
9763,-1.74529141515774,1.7235853646208,44.4039873952444,2.67142437405617e-11,2.87758100502774e-09,PGM5
23471,-2.72698578368572,1.84995745231227,44.366109115731,2.72361565872774e-11,2.91462478302937e-09,
21587,-1.71342782707867,6.10064107010165,44.1650121352555,3.01828146870419e-11,3.20898197968141e-09,GPX3
3593,-3.10129145058397,2.14041608341101,43.9485769738596,3.37117353538626e-11,3.56104672870189e-09,SGCA
179,-3.41678758484834,2.10390184340491,43.79054887873,3.65465617045477e-11,3.83574906915744e-09,SCN4A
6630,0.964386038886226,4.12428810217524,43.6530376172624,3.92068099367391e-11,4.08874585410337e-09,PCED1A
6483,-4.37751803932181,0.366412663942659,43.5569258585149,4.11804176367345e-11,4.26738593649528e-09,CA6
4878,-2.70390789815547,-0.329865832427514,43.2537363341109,4.80818688477639e-11,4.95122288455621e-09,C2orf40
11010,-1.85920822686358,2.71038180996697,43.1722098262882,5.01276325198311e-11,5.12962329529497e-09,LMOD1
15426,-3.51194765467979,7.35315401628199,43.0351223454164,5.3765925658656e-11,5.46776087459115e-09,NEB
16720,-2.69910156476033,0.214945631012338,42.9830450579382,5.52163240978872e-11,5.58059799046115e-09,SLC38A3
3027,-2.93568517669034,6.70563458197524,42.7664927392607,6.16796581528163e-11,6.19558922046663e-09,TNNT1
32974,-2.38849372422663,-1.3998995392461,42.6469415475376,6.55668669904619e-11,6.54589215387093e-09,LANCL1-AS1
13943,1.25569550397689,4.22735080204977,42.568912687115,6.82352931688397e-11,6.74655475137304e-09,RMI2
2472,-3.24188649791644,5.40933753230043,42.5641709891635,6.84009093463583e-11,6.74655475137304e-09,EEF1A2
54406,-2.71199418443753,-0.854396307474827,42.5520159633405,6.88272954007159e-11,6.74795992572408e-09,MYHAS
4911,-1.84103638647808,3.10249419949166,42.2611663393147,7.98627170189657e-11,7.78328729614003e-09,NR4A3
8489,-2.01320459993111,2.50364387315674,42.1446220288446,8.47667395020131e-11,8.20769873304123e-09,ATP6V1C2
5156,-4.48642020980305,-1.15461355989913,42.1341907335263,8.52201053329878e-11,8.20769873304123e-09,PRB2
6044,-2.80703580286899,6.47433282631462,42.0906079028763,8.71407109756238e-11,8.34359567721572e-09,FLNC
11152,-1.24646278167988,5.28640702572831,41.8781025238433,9.71444810889304e-11,9.23160437842516e-09,FYCO1
11690,-1.47590373346278,6.32240456182954,41.8701024856656,9.75427568232793e-11,9.23160437842516e-09,NDRG2
6300,-3.47105168134224,5.80680624033757,41.7184460656088,1.05409778115309e-10,9.91881779932157e-09,TNNI2
478,-2.01444947582848,3.19710025088497,41.6614196527794,1.08529616296134e-10,1.01540309006663e-08,ANK1
15014,-6.1525428834542,2.08757577921764,41.627081723141,1.10452611084484e-10,1.02752306891265e-08,ADIPOQ
9241,-2.66735534216753,2.89178030693584,41.4617840153322,1.20197822630509e-10,1.11186381351939e-08,JPH2
3367,-2.44052479135474,1.61055316629247,41.4414251608691,1.21456148513178e-10,1.11719186494734e-08,OGN
15357,-8.41259710269022,0.115221291646689,41.2735328972496,1.3234883887364e-10,1.21058521725034e-08,KRTAP13-2
17614,-2.99131177518727,0.874071155905526,41.1409903565891,1.41634627173194e-10,1.28832430594817e-08,HRNR
11931,-3.36323095191134,-0.603576358891404,41.0479477510702,1.48540058443692e-10,1.34367203143567e-08,
20158,-2.70142226673086,-1.78244482752697,40.9895932061358,1.53041968148842e-10,1.37678909038516e-08,AARD
8549,-2.66256630098348,-1.84295681325376,40.8785675027239,1.61987930335404e-10,1.44930512753091e-08,SLC4A10
2209,1.38727538693789,3.61553568665168,40.6760396935287,1.79676857195927e-10,1.59883107764615e-08,CENPM
13341,-1.87230562547745,1.21326970344441,40.6197320916198,1.84929730412376e-10,1.63141944136356e-08,CARNS1
2012,-2.30034924207087,4.45251464855315,40.6085157185383,1.85994313631377e-10,1.63141944136356e-08,FMO2
8694,-1.83514163152701,2.82295623408328,40.6050093984238,1.86328367150177e-10,1.63141944136356e-08,ANK2
1955,-4.84903639222029,7.84197374308603,40.5829310494013,1.88445653416079e-10,1.63310756508884e-08,MYH7
13047,7.82676632042712,2.95097762265419,40.5822012427419,1.88516050694308e-10,1.63310756508884e-08,KRT38
7034,-1.98762658696059,3.83758879770093,40.3970823617225,2.07250363583896e-10,1.78595273839955e-08,CD36
9400,-4.03943023045566,-1.51705052180892,40.3492306327976,2.12389056863314e-10,1.8197247828867e-08,THRSP
2361,-2.18372290431167,1.52674987153495,40.3400240451269,2.13392266728301e-10,1.8197247828867e-08,GALNT16
13186,-3.54311717511254,-0.240304357163297,40.2258220562244,2.26238023210978e-10,1.91927210053541e-08,AQP4
16254,-3.54685686075142,-0.93923498020532,40.0975972268251,2.41585955656542e-10,2.03891074843534e-08,SLC36A2
23469,-3.71226325385628,5.40608562322888,40.0864416906541,2.42969524363579e-10,2.04007180636148e-08,RPTN
36215,-4.18018749814482,5.70131132181479,40.0634812355184,2.45842217238489e-10,2.05136163380066e-08,KLHL41
3940,-2.90728844653932,-1.79356738389938,40.0557280732382,2.46819911964044e-10,2.05136163380066e-08,GYS2
6478,2.65421857581082,4.41972153251645,40.0394248514864,2.48888509061943e-10,2.05810684791475e-08,KREMEN2
5570,-3.61333399939397,2.65718466472234,39.9679942906857,2.58158367692871e-10,2.12403364534441e-08,APOBEC2
16647,-1.99775300023626,-0.620163612187956,39.890572449651,2.68596495520945e-10,2.19886521058222e-08,CLCN1
6176,-4.12235836035672,-1.9559458541442,39.8267790443591,2.77513979150705e-10,2.2516007253533e-08,ART1
8447,-4.49518552051765,8.85291118029323,39.824846896134,2.77788643816874e-10,2.2516007253533e-08,ACTA1
10246,-1.97315462945569,-1.14268830886899,39.8085402087858,2.80117589344817e-10,2.25929324647423e-08,PFKFB1
1469,1.06740885465025,4.48941491245849,39.6842295293953,2.98526387395455e-10,2.39596693177734e-08,PAFAH1B3
14840,-3.68214041816924,4.86311632928786,39.5858260506002,3.13953693753334e-10,2.50749455015773e-08,MYLPF
4848,-1.39780570232397,0.553035619966695,39.5366106227817,3.21966388971305e-10,2.55900761486756e-08,STBD1
1855,1.35239009992446,5.0365577789544,39.5144832671235,3.25635319624699e-10,2.56895567557097e-08,ARHGAP4
13705,-4.222007626478,0.768256782276968,39.5101658051145,3.26356062125916e-10,2.56895567557097e-08,ABRA
10910,-1.59219267192244,5.33859280516305,39.4782600037477,3.31732052382967e-10,2.59877937495996e-08,COQ8A
3711,-2.22601866545114,6.62470525040719,39.4181508591287,3.4210220680525e-10,2.65565151811782e-08,CRYAB
13846,-2.58520960008394,-1.30914444240276,39.4173891782684,3.42235674783399e-10,2.65565151811782e-08,CADM2
9769,-5.45114950945016,1.71046280977325,39.3873067307115,3.47548864793931e-10,2.68415922795803e-08,PPP1R3A
16926,-1.51070049942613,1.03856824814218,39.2952173968509,3.64332619715538e-10,2.80057182281807e-08,PLAC9
9456,-1.75448305247941,4.98482590416287,39.2763816146203,3.67864245241678e-10,2.81450527445887e-08,SLC25A4
16911,-2.13721166585952,4.61831219043302,39.1645269137965,3.89553975949105e-10,2.96658941777428e-08,APOD
787,-2.50790825555185,1.80511064347323,39.0722565665059,4.08406584412706e-10,3.09575972527279e-08,CAMK2B
10620,4.28910941728843,-0.562416808895067,39.0475513599,4.13607568211471e-10,3.12073581305365e-08,CCDC155
17063,-2.00503768352209,6.06480222403824,39.0194061080818,4.19613607072819e-10,3.15152916908407e-08,RYR1
7694,-2.45268916119922,2.32287610432846,38.9227692778888,4.40907830514485e-10,3.29633968448113e-08,CILP
40017,-1.82925504163198,2.22322051713537,38.798322571346,4.69931512001837e-10,3.49735847545731e-08,EEF1A1P13
17974,-1.80152907954378,2.86967775843264,38.78515823125,4.73111466847349e-10,3.50509232881975e-08,SHISA4
54651,1.70204918285281,0.959548080937738,38.7107689438365,4.91489922447484e-10,3.62484887397867e-08,
11927,-2.90143547106241,1.05973235235577,38.5809326341013,5.25296038507849e-10,3.85518552738599e-08,HTR3A
3257,-2.04515245372423,3.25328985422006,38.5730189946338,5.27430255991243e-10,3.85518552738599e-08,COBL
9391,-1.91268486213829,3.02728790607307,38.4234649043949,5.69435888747277e-10,4.14372169175963e-08,AKAP6
11211,-1.16862788231565,4.1888425245052,38.4003998595071,5.76205889120971e-10,4.17080341835078e-08,SGMS2
57880,-5.85120227007235,-1.50748345925771,38.3934814590791,5.7825222986968e-10,4.17080341835078e-08,
4017,-2.74183790626441,1.78898377423009,38.3817264721864,5.81745845188928e-10,4.17759856284137e-08,RBM24
1422,-3.39939823687575,0.458768840938513,38.3551169914046,5.89732519169814e-10,4.2164587495054e-08,RBFOX1
2599,-1.74235651790478,2.93496638186252,38.3186070139541,6.00869716029752e-10,4.26697907089072e-08,SRPX
12287,-2.25771566671535,2.1392317335095,38.3149048779466,6.02010728257348e-10,4.26697907089072e-08,SCARA5
32587,-3.53628381549009,-1.37527899869175,38.2615057649064,6.1871190444196e-10,4.36645259113285e-08,LINC00284
10311,-3.0441370797599,6.3218925596832,38.1380825900955,6.59110755927084e-10,4.63159674111337e-08,TNNI1
20247,-2.45053944726398,-1.54709629786013,38.1191168843221,6.6554852105672e-10,4.63727106943129e-08,MT1A
301,-1.4517791212723,7.58113918040717,38.119016421328,6.65582789541534e-10,4.63727106943129e-08,DCN
11713,-2.67319862159988,1.43687322758981,38.0800214384107,6.79018507896911e-10,4.71083475838819e-08,ANKRD2
12919,3.46703048839151,3.90761424852985,38.0201999364909,7.00159722565329e-10,4.8370106065663e-08,CEL
1104,-2.53633200446586,-0.645935775856617,37.9285403628465,7.33838242053607e-10,5.04837543577467e-08,FGF10
5937,2.10367162298891,2.4693247182378,37.8789222756552,7.5274121758073e-10,5.15674977215451e-08,SYNGR3
13927,-1.95420310984179,1.0251203757682,37.8554432794828,7.61855163787516e-10,5.19743941528875e-08,UCP3
8333,-2.2138038857656,-1.25454532931784,37.8413396866671,7.67382848673927e-10,5.21342712918598e-08,RXRG
4823,3.41996829272994,0.741092968399935,37.7042771480662,8.23238578385764e-10,5.56978729087195e-08,ALDH8A1
4832,-1.57869806171267,3.18167904505544,37.5044511064824,9.12046094652063e-10,6.14523897437787e-08,SLC16A7
5942,1.04959252533313,4.32926535286894,37.436761371197,9.44254604971098e-10,6.33618059311139e-08,CHTF18
15308,-7.70045486764469,-0.301837848607913,37.3365160088976,9.9405797085717e-10,6.64314741095691e-08,KRTAP11-1
2692,-3.0125733606112,1.36892905881146,37.3042499629815,1.01064121685177e-09,6.72651570874555e-08,SGCG
7145,-2.02053146472524,2.12829377768904,37.1848513437306,1.07445208885234e-09,7.12226884646938e-08,AGT
2853,-1.72015750300824,1.51724299647936,37.1664424502815,1.08464318613316e-09,7.16083180909606e-08,IGDCC4
11149,-1.58068918578205,1.66654810551425,37.0700517359153,1.13960625555584e-09,7.47517700669967e-08,CLEC3B
6285,-2.93494285887723,2.71833633665754,37.0670058125109,1.14138780411343e-09,7.47517700669967e-08,HRC
10903,-2.04212846507942,3.05067655755937,36.9073515986926,1.23877970337619e-09,8.08069326031012e-08,ACTG2
5535,-1.78294799219922,4.84412086228242,36.8494988165015,1.27608889529184e-09,8.29103312802115e-08,F13A1
58423,2.09529977470545,0.904264751869493,36.6823396485023,1.39033283894108e-09,8.96496644823588e-08,
10997,-3.53181848301586,3.18251523111911,36.6817321344687,1.39076618692476e-09,8.96496644823588e-08,LMOD3
6961,-2.09147869705789,2.38398553876891,36.6452539856385,1.41703593675462e-09,9.09848211469936e-08,DTNA
47209,2.42232941593529,-0.00867794736280851,36.5378265988063,1.49732158035412e-09,9.57642431060079e-08,
9829,1.17144344157534,5.02658785668696,36.5250376385121,1.50717786064534e-09,9.59403226297153e-08,ACSS1
10936,-1.90428361335601,-0.851446816575638,36.5190767543131,1.51179400467028e-09,9.59403226297153e-08,C1QTNF7
7941,-1.90283155511588,2.26101228761112,36.2899051679773,1.70042355981277e-09,1.07494343416272e-07,FGF7
10278,-0.993724269327891,4.40923561081659,36.2732462059106,1.71502084876314e-09,1.08000139833842e-07,PINK1
16215,-5.88722604862957,-2.15709875302309,36.2095327417568,1.77201634662314e-09,1.11161776410961e-07,BPIFB3
127,-3.82657548851805,-2.9576553925541,36.1874716750587,1.79219019350515e-09,1.119982062529e-07,TAC1
12790,-2.03033612005489,0.286454985701899,36.1106557768637,1.86424640642012e-09,1.16058199286375e-07,HSPB2
11381,-2.50918932633388,2.33741517335212,36.0359947509286,1.93706034962471e-09,1.20134428425778e-07,PI16
14072,-1.44129161691697,-0.481783767766529,35.8129797590891,2.17196064789117e-09,1.34194383728008e-07,ZNF135
10680,1.16334120697256,2.83886602194409,35.7981761983711,2.18852671785505e-09,1.34709578764815e-07,TEDC2
16113,-3.53607434051382,-0.219145291997172,35.7607485044584,2.23097708040992e-09,1.36402094299647e-07,LINC01405
16020,-2.51802218353608,4.61783468661741,35.7592571058726,2.23268559654953e-09,1.36402094299647e-07,STAC3
24738,2.39684680818131,0.612292104791539,35.5763139873804,2.45251566237114e-09,1.49275237695177e-07,HMSD
12188,0.911509621914632,5.63396602526501,35.5450862252832,2.49214917206209e-09,1.51125771830269e-07,C19orf48
4986,-2.23249810810062,3.53125270624028,35.4652790409629,2.59637713157236e-09,1.56865250093115e-07,PPP1R3C
6797,-1.63593658771046,1.86217344069526,35.4325339180971,2.6403949148648e-09,1.58938183606917e-07,LYVE1
15446,3.88575401984119,0.267121966225481,35.3611593190045,2.73894755937747e-09,1.64266624138049e-07,CALN1
15497,-1.23803134073012,4.62288193594906,35.3202571995,2.79707604084807e-09,1.6714060590075e-07,FHL3
16,-2.82198705143796,0.636945094405538,35.2803164066523,2.85503030413451e-09,1.69983313343979e-07,CFTR
20208,-1.96879477443548,0.776037856348442,35.2060732047083,2.96597154547506e-09,1.75948739543707e-07,VIT
17679,0.82075018996287,3.72609432285759,35.1902573096031,2.99015735093654e-09,1.76743127461675e-07,SFI1
8201,1.31887488932033,4.47961921361142,35.1348548933192,3.07644750013434e-09,1.81189478128415e-07,PGGHG
8693,-2.71522080628244,2.90761147711747,35.0918274977976,3.14518009779328e-09,1.83528342363532e-07,DDIT4L
5896,1.32499107179509,5.18798973608199,35.0903006118884,3.14764721995201e-09,1.83528342363532e-07,TRAF2
11825,-3.03399504129211,3.1384418287611,35.0889772236263,3.14978710096821e-09,1.83528342363532e-07,SYNPO2L
4336,-3.61509893957572,5.54365741133146,35.0815855968103,3.16176597013804e-09,1.835730291811e-07,TNNC1
4826,-2.52177832246656,-0.143855189737177,35.0544336230843,3.20616136398565e-09,1.85492862235113e-07,ARG1
11600,-1.11605295431575,3.7533700119693,35.0304239892815,3.24593859373222e-09,1.87132931673161e-07,ZCCHC24
13143,2.95269783139527,-0.023697879352072,34.9316278564591,3.4148843407083e-09,1.95597714910535e-07,LGALS4
13572,-3.27464227882853,5.12221836627979,34.9306166532453,3.41665830723832e-09,1.95597714910535e-07,HSPB7
16274,-4.1999800452912,4.8694512680279,34.9063706147192,3.45947088465443e-09,1.96892315161726e-07,TRDN
16535,-1.66509058455985,2.37343506269025,34.9042038252742,3.46332295648795e-09,1.96892315161726e-07,PERM1
17646,3.38360184923262,1.75714244544786,34.7633270770824,3.72321217799295e-09,2.1093478543349e-07,KEL
39561,-1.96390766502135,-1.364154185051,34.7503375501059,3.74813710388474e-09,2.11614651041051e-07,LINC01091
2684,-1.06262657937222,2.44419306168817,34.7233607667107,3.80043660608854e-09,2.13830063750817e-07,CAB39L
12891,-2.58190873274164,2.60228994349915,34.7017692568338,3.84282180670883e-09,2.1547438849741e-07,CAVIN4
10988,1.73111764955589,0.332111533178224,34.6821388635163,3.88176794723456e-09,2.1691531262823e-07,DCST2
8777,5.50267083532437,0.812542449217584,34.6638762679023,3.91835525744026e-09,2.18215070170304e-07,CPLX2
35627,3.21143886362995,1.24354927686212,34.5442560211151,4.16669277644491e-09,2.31258511283839e-07,ABCA17P
4225,-1.06700315972498,4.78173264578063,34.4954506900826,4.27248734468522e-09,2.36329173292335e-07,CPEB4
5044,-2.13321559914779,0.897408389273101,34.4599310686081,4.35117016405124e-09,2.39871074397343e-07,TNN
14414,1.57044755520258,2.02257087968067,34.4289794472242,4.42091627251772e-09,2.42261857294816e-07,MAMDC4
1383,0.77911931822711,4.1233250694975,34.4275646853393,4.42413090644048e-09,2.42261857294816e-07,EXOSC5
11936,-1.18987887612773,2.33552309480679,34.376324449926,4.54215072385793e-09,2.47895446005753e-07,C16orf45
12781,-5.41469823524301,-3.33754316299916,34.3622314203701,4.57516002277317e-09,2.48867425424801e-07,MRGPRX1
9558,-1.20475058745061,5.62859396990815,34.187709537227,5.00440212110893e-09,2.71314820956677e-07,PFKM
2521,1.25178069842716,4.29191250725867,34.1610506137854,5.07343141287658e-09,2.74149480274021e-07,E2F1
10039,-4.4012098743625,3.50947950377564,34.113463177988,5.19903087574057e-09,2.80012278054277e-07,COX6A2
870,-1.66207586360202,4.60750149063787,34.0215749536801,5.45043502295779e-09,2.92590074199632e-07,LIMCH1
